Season,Participants,Best Odd,Your Bet,Winning Bet
2016,Krasnaya Armiya - Reaktor&nbsp;,1.25,1,1
2016,Krasnaya Armiya - Reaktor&nbsp;,1.39,1,1
2016,Krasnaya Armiya - Russkie Vityazi&nbsp;,1.47,1,0
2016,Krasnaya Armiya - Russkie Vityazi&nbsp;,1.39,1,1
2016,Krasnaya Armiya - Dinamo St. Petersburg&nbsp;,1.5,1,1
2016,Reaktor - Avto&nbsp;,1.44,1,1
2016,Krasnaya Armiya - Reaktor&nbsp;,1.25,1,1
2016,Krasnaya Armiya - Reaktor&nbsp;,1.39,1,1
2016,Krasnaya Armiya - Russkie Vityazi&nbsp;,1.47,1,0
2016,Krasnaya Armiya - Russkie Vityazi&nbsp;,1.39,1,1
2016,Krasnaya Armiya - Dinamo St. Petersburg&nbsp;,1.5,1,1
2016,Reaktor - Avto&nbsp;,1.44,1,1
2016,Krasnaya Armiya - Reaktor&nbsp;,1.25,1,1
2016,Krasnaya Armiya - Reaktor&nbsp;,1.39,1,1
2016,Krasnaya Armiya - Russkie Vityazi&nbsp;,1.47,1,0
2016,Krasnaya Armiya - Russkie Vityazi&nbsp;,1.39,1,1
2016,Krasnaya Armiya - Dinamo St. Petersburg&nbsp;,1.5,1,1
2016,Reaktor - Avto&nbsp;,1.44,1,1
2016,Krasnaya Armiya - Reaktor&nbsp;,1.25,1,1
2016,Krasnaya Armiya - Reaktor&nbsp;,1.39,1,1
2016,Krasnaya Armiya - Russkie Vityazi&nbsp;,1.47,1,0
2016,Krasnaya Armiya - Russkie Vityazi&nbsp;,1.39,1,1
2016,Krasnaya Armiya - Dinamo St. Petersburg&nbsp;,1.5,1,1
2016,Reaktor - Avto&nbsp;,1.44,1,1
2016,Krasnaya Armiya - Reaktor&nbsp;,1.25,1,1
2016,Krasnaya Armiya - Reaktor&nbsp;,1.39,1,1
2016,Krasnaya Armiya - Russkie Vityazi&nbsp;,1.47,1,0
2016,Krasnaya Armiya - Russkie Vityazi&nbsp;,1.39,1,1
2016,Krasnaya Armiya - Dinamo St. Petersburg&nbsp;,1.5,1,1
2016,Reaktor - Avto&nbsp;,1.44,1,1
2016,Krasnaya Armiya - Reaktor&nbsp;,1.25,1,1
2016,Krasnaya Armiya - Reaktor&nbsp;,1.39,1,1
2016,Krasnaya Armiya - Russkie Vityazi&nbsp;,1.47,1,0
2016,Krasnaya Armiya - Russkie Vityazi&nbsp;,1.39,1,1
2016,Krasnaya Armiya - Dinamo St. Petersburg&nbsp;,1.5,1,1
2016,Reaktor - Avto&nbsp;,1.44,1,1
2016,Krasnaya Armiya - Reaktor&nbsp;,1.25,1,1
2016,Krasnaya Armiya - Reaktor&nbsp;,1.39,1,1
2016,Krasnaya Armiya - Russkie Vityazi&nbsp;,1.47,1,0
