Season,Participants,Best Odd,Your Bet,Winning Bet
2016,Qalali - Al-Muharraq,1.13,2,2
2016,Bahrain SC - Al-Ittifaq,1.3,1,1
2016,Manama Club - Al-Ittifaq,1.45,1,1
2016,Al-Budaiya - Isa Town,1.45,1,1
2016,Qalali - Malkia,1.29,2,2
2016,Al-Muharraq - Al-Ittihad,1.22,1,2
2016,Al Riffa - Isa Town,1.18,1,0
2016,Al-Muharraq - Sitra,1.25,1,1
2016,Al-Ittifaq - East Riffa,1.21,2,2
2016,Tadamun Buri - Al-Shabbab,1.25,2,0
2016,Sitra - Qalali,1.1,1,1
2015,Malkia - Al-Hadd,1.42,2,1
2015,Al-Ittifaq - Malkia,1.22,2,2
2015,Al-Budaiya - East Riffa,1.33,2,2
2015,Al-Ittifaq - Manama Club,1.12,2,2
2015,Sitra - Al-Tadhmon,1.33,1,1
2015,Al-Hadd - Al-Shabbab,1.18,1,1
2015,East Riffa - Al-Ittifaq,1.21,1,1
2015,Al-Hala - Al-Ittifaq,1.14,1,1
2015,Qalali - Al-Muharraq,1.06,2,0
2015,Al-Tadhmon - Manama Club,1.4,2,2
2015,Al-Ittihad - Busaiteen,1.47,2,1
2015,Al Riffa - Bahrain SC,1.32,1,1
2015,Al-Shabbab - Al-Muharraq,1.48,2,2
2015,Al-Muharraq - Al-Hadd,1.2,2,2
2015,Al Riffa - Qalali,1.13,1,1
2015,Al-Budaiya - Al-Hala,1.37,2,1
2015,Al-Ittifaq - Sitra,1.24,2,2
2015,Manama Club - Isa Town,1.29,1,0
2015,Al-Shabbab - Qalali,1.17,1,1
2015,Al-Ittifaq - Isa Town,1.17,2,0
2015,Malkia - Al-Hadd,1.42,2,1
2015,Al-Ittifaq - Malkia,1.22,2,2
2015,Al-Budaiya - East Riffa,1.33,2,2
2015,Al-Ittifaq - Manama Club,1.12,2,2
2015,Sitra - Al-Tadhmon,1.33,1,1
2015,Al-Hadd - Al-Shabbab,1.18,1,1
2015,East Riffa - Al-Ittifaq,1.21,1,1
2015,Al-Hala - Al-Ittifaq,1.14,1,1
2015,Qalali - Al-Muharraq,1.06,2,0
2015,Al-Tadhmon - Manama Club,1.4,2,2
2015,Al-Ittihad - Busaiteen,1.47,2,1
2015,Al Riffa - Bahrain SC,1.32,1,1
2015,Al-Shabbab - Al-Muharraq,1.48,2,2
2015,Al-Muharraq - Al-Hadd,1.2,2,2
2015,Al Riffa - Qalali,1.13,1,1
2015,Al-Budaiya - Al-Hala,1.37,2,1
2015,Al-Ittifaq - Sitra,1.24,2,2
2015,Manama Club - Isa Town,1.29,1,0
2015,Al-Shabbab - Qalali,1.17,1,1
2015,Al-Ittifaq - Isa Town,1.17,2,0
2014,Busaiteen - Al-Shabbab,1.49,1,2
2014,Qalali - Al-Ahli Manama,1.16,2,2
2014,Al-Muharraq - Al-Najma,1.32,1,2
2014,Al-Hadd - Al-Ittihad,1.38,1,1
2013,Al-Ahli Manama - Isa Town,1.25,1,1
2013,Sitra - Al-Hadd,1.45,2,1
2013,Isa Town - Al-Hadd,1.28,2,0
2013,Al-Budaiya - Busaiteen,1.4,2,2
2013,Qalali - Manama Club,1.25,2,2
2013,Al-Ittihad - Al Riffa,1.25,2,2
2013,Al-Muharraq - Sitra,1.38,1,0
2013,Qalali - Malkia,1.44,2,2
2013,Al-Budaiya - Manama Club,1.33,2,0
2013,Al-Ahli Manama - Bahrain SC,1.3,1,2
2013,Al-Ittifaq - Al-Hala,1.3,2,2
2013,Al-Ahli Manama - Al-Muharraq,1.42,2,1
2013,Al-Budaiya - Malkia,1.2,2,2
2013,Al-Hadd - Bahrain SC,1.41,1,2
2013,Al-Ittifaq - Sitra,1.26,2,1
2013,Al-Muharraq - Isa Town,1.2,1,1
2013,Busaiteen - East Riffa,1.35,1,2
2013,Al-Hadd - Al-Ahli Manama,1.41,1,0
2013,Tadamun Buri - Al-Muharraq,1.2,2,0
2013,Al Riffa - Qalali,1.2,1,1
2013,Busaiteen - Al-Ittihad,1.2,1,1
2013,Al-Najma - Isa Town,1.05,1,0
2013,Al-Ahli Manama - Isa Town,1.25,1,1
2013,Sitra - Al-Hadd,1.45,2,1
2013,Isa Town - Al-Hadd,1.28,2,0
2013,Al-Budaiya - Busaiteen,1.4,2,2
2013,Qalali - Manama Club,1.25,2,2
2013,Al-Ittihad - Al Riffa,1.25,2,2
2013,Al-Muharraq - Sitra,1.38,1,0
2013,Qalali - Malkia,1.44,2,2
2013,Al-Budaiya - Manama Club,1.33,2,0
2013,Al-Ahli Manama - Bahrain SC,1.3,1,2
2013,Al-Ittifaq - Al-Hala,1.3,2,2
2013,Al-Ahli Manama - Al-Muharraq,1.42,2,1
2013,Al-Budaiya - Malkia,1.2,2,2
2013,Al-Hadd - Bahrain SC,1.41,1,2
2013,Al-Ittifaq - Sitra,1.26,2,1
2013,Al-Muharraq - Isa Town,1.2,1,1
2013,Busaiteen - East Riffa,1.35,1,2
2013,Al-Hadd - Al-Ahli Manama,1.41,1,0
2013,Tadamun Buri - Al-Muharraq,1.2,2,0
2013,Al Riffa - Qalali,1.2,1,1
2013,Busaiteen - Al-Ittihad,1.2,1,1
2013,Al-Najma - Isa Town,1.05,1,0
